correct,exact_confidence,most_common_synset_Wu_Palmer_similarity_confidence,most_common_synset_path_similarity_confidence,spacy_confidence,spacy_dir_object_confidence,spacy_ind_object_confidence,spacy_subject_confidence,spacy_synset_average_confidence,synset_confidence
-1,0.0,0.4545751633986928,0.38166666666666665,0.07736522205160694,0.0,0.0,0.0,0.03868261102580347,0.0
-1,0.0,0.2720666044195456,0.11375962000961999,0.500304135306691,0.0,0.0,0.0,0.2501520676533455,0.0
-1,0.0,0.29942110177404296,0.12595598845598843,0.4484583106108358,0.0,0.0,0.0,0.2242291553054179,0.0
-1,0.0,0.2367857142857143,0.11420454545454545,0.604805831663914,0.0,0.0,0.0,0.302402915831957,0.0
-1,0.0,0.175,0.11666666666666667,0.37337591165326567,0.0,0.0,0.0,0.18668795582663283,0.0
-1,0.0,0.2313888888888889,0.14675770308123248,0.4385741252443008,0.0,0.0,0.0,0.2192870626221504,0.0
-1,0.0,0.36277777777777775,0.2965811965811966,0.41627806415648755,0.0,0.0,0.0,0.20813903207824377,0.0
-1,0.0,0.506437908496732,0.28698863636363636,0.4316343806421679,0.0,0.0,0.0,0.21581719032108396,0.0
-1,0.0,0.5297385620915033,0.37297979797979797,0.38118330448528975,0.0,0.0,0.0,0.19059165224264488,0.0
-1,0.0,0.2901960784313725,0.1582112332112332,0.3737544629750845,0.0,0.0,0.0,0.18687723148754226,0.0
-1,0.0,0.34154411764705883,0.14919871794871792,0.49920264641181694,0.0,0.0,0.0,0.24960132320590847,0.0
-1,0.125,0.378125,0.33125,0.64992199817223,1.0,0.0,0.0,0.387460999086115,0.125
-1,0.2,0.38470394736842106,0.31547619047619047,0.40446001144173366,0.0,0.0,0.0,0.30223000572086683,0.2
1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
-1,0.0,0.38063725490196076,0.17142857142857143,0.40645381081403986,0.0,0.0,0.0,0.20322690540701993,0.0
-1,0.0,0.29697405277900635,0.12905844155844154,0.4749624524362475,0.0,0.0,0.0,0.23748122621812376,0.0
-1,0.0,0.28165584415584416,0.13953962703962705,0.5293799301196515,0.0,0.0,0.0,0.2646899650598257,0.0
-1,0.0,0.2969298245614035,0.13541666666666669,0.5342380339998459,0.0,0.0,0.0,0.26711901699992296,0.0
-1,0.0,0.22978896103896104,0.1196153846153846,0.5098278153472123,0.0,0.0,0.0,0.25491390767360617,0.0
-1,0.0,0.2232142857142857,0.14583333333333331,0.4726269902458287,0.0,0.0,0.0,0.23631349512291436,0.0
-1,0.0,0.30857843137254903,0.16934523809523808,0.6010587116241818,0.0,0.0,0.0,0.3005293558120909,0.0
-1,0.0,0.29910714285714285,0.13034188034188032,0.40388832303530614,0.0,0.0,0.0,0.20194416151765307,0.0
-1,0.0,0.24284188034188034,0.13194444444444442,0.3086061724247914,0.0,0.0,0.0,0.1543030862123957,0.0
-1,0.0,0.29240196078431374,0.1607142857142857,0.12824540628294873,0.0,0.0,0.0,0.06412270314147436,0.0
-1,0.0,0.3548280423280423,0.13373316498316498,0.6734036414113818,0.0,0.0,0.0,0.3367018207056909,0.0
-1,0.0,0.3882936507936508,0.1465909090909091,0.6003466970273342,0.0,0.0,0.0,0.3001733485136671,0.0
-1,0.0,0.2505952380952381,0.1278409090909091,0.5552371329497273,0.0,0.0,0.0,0.27761856647486366,0.0
-1,0.0,0.1875,0.125,0.48368868223574,0.0,0.0,0.0,0.24184434111787,0.0
-1,0.0,0.45416666666666666,0.19781746031746028,0.6356957022270854,0.0,0.0,0.0,0.3178478511135427,0.0
-1,0.0,0.24284188034188034,0.13194444444444442,0.4795473405114032,0.0,0.0,0.0,0.2397736702557016,0.0
-1,0.0,0.3799946581196581,0.1477272727272727,0.503753208613351,0.0,0.0,0.0,0.2518766043066755,0.0
-1,0.0,0.3873015873015873,0.18537296037296036,0.4677321078081403,0.0,0.0,0.0,0.23386605390407014,0.0
-1,0.0,0.3032738095238095,0.17094017094017094,0.5424963299591432,0.0,0.0,0.0,0.2712481649795716,0.0
-1,0.0,0.34910714285714284,0.16159188034188032,0.49631982247266254,0.0,0.0,0.0,0.24815991123633127,0.0
-1,0.0,0.3514705882352941,0.15208333333333335,0.3514555293583011,0.0,0.0,0.0,0.17572776467915055,0.0
-1,0.0,0.5480392156862746,0.39269230769230773,0.5004439321334979,0.0,0.0,0.0,0.25022196606674896,0.0
-1,0.0,0.38063725490196076,0.17142857142857143,0.4064538366166889,0.0,0.0,0.0,0.20322691830834444,0.0
1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
-1,0.0,0.6188949938949939,0.4095848595848596,0.5585406249290017,0.0,0.0,0.0,0.27927031246450085,0.0
-1,0.0,0.5278177704648293,0.43281250000000004,0.5900463401175814,0.0,0.0,0.0,0.2950231700587907,0.0
-1,0.0,0.6287878787878788,0.4357638888888889,0.5642170374781336,0.0,0.0,0.0,0.2821085187390668,0.0
-1,0.0,0.3131818181818182,0.16416666666666668,0.33525418396855183,0.0,0.0,0.0,0.16762709198427592,0.0
-1,0.0,0.4732142857142857,0.4375,0.4883724592668961,0.0,0.0,0.0,0.24418622963344805,0.0
-1,0.0,0.63125,0.5151515151515151,0.5499045313114457,0.0,0.0,0.0,0.27495226565572284,0.0
-1,0.0,0.6583333333333332,0.4479166666666667,0.38340606295647794,0.0,0.0,0.0,0.19170303147823897,0.0
-1,0.0,0.5357142857142857,0.4545454545454545,0.842361799310604,0.0,0.0,0.0,0.421180899655302,0.0
-1,0.0,0.625,0.5384615384615384,0.4781828850446149,0.0,0.0,0.0,0.23909144252230746,0.0
-1,0.0,0.44495319495319496,0.19182692307692306,0.4939835675509869,0.0,0.0,0.0,0.24699178377549344,0.0
-1,0.0,0.4756105006105006,0.2051923076923077,0.4873160176999314,0.0,0.0,0.0,0.2436580088499657,0.0
-1,0.0,0.3385989010989011,0.1738636363636364,0.5403427311537127,0.0,0.0,0.0,0.27017136557685634,0.0
-1,0.0,0.25,0.16666666666666666,0.43803922465175776,0.0,0.0,0.0,0.21901961232587888,0.0
-1,0.0,0.3182773109243697,0.2033253205128205,0.43277707525307024,0.0,0.0,0.0,0.21638853762653512,0.0
-1,0.0,0.5357142857142857,0.4545454545454545,0.6039191006361582,0.0,0.0,0.0,0.3019595503180791,0.0
-1,0.0,0.7663865546218488,0.478125,0.533843214815065,0.0,0.0,0.0,0.2669216074075325,0.0
-1,0.0,0.7888888888888889,0.5527777777777778,0.42887750905793215,0.0,0.0,0.0,0.21443875452896607,0.0
-1,0.0,0.38611111111111107,0.21527777777777776,0.4843392672915057,0.0,0.0,0.0,0.24216963364575286,0.0
-1,0.0,0.5208333333333333,0.22916666666666666,0.39122437634572593,0.0,0.0,0.0,0.19561218817286297,0.0
-1,0.0,0.263640719445673,0.10727813852813851,0.3729274469493715,0.0,0.0,0.0,0.18646372347468576,0.0
-1,0.0,0.4455602240896358,0.24932178932178933,0.3718633177090598,0.0,0.0,0.0,0.1859316588545299,0.0
-1,0.0,0.29697405277900635,0.12905844155844154,0.4749623737605553,0.0,0.0,0.0,0.23748118688027764,0.0
-1,0.0,0.6188949938949939,0.4095848595848596,0.5585406419579052,0.0,0.0,0.0,0.2792703209789526,0.0
1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
-1,0.0,0.40392385392385394,0.28937728937728935,0.5253740431329159,0.0,0.0,0.0,0.26268702156645796,0.0
-1,0.0,0.5008394383394383,0.30198412698412697,0.5019225426857086,0.0,0.0,0.0,0.2509612713428543,0.0
-1,0.0,0.2699325184619302,0.12937830687830687,0.4038795813119393,0.0,0.0,0.0,0.20193979065596965,0.0
-1,0.2857142857142857,0.6875,0.6666666666666666,0.5342118083496842,0.0,0.0,0.0,0.40996304703198494,0.2857142857142857
-1,0.0,0.49551536426536424,0.36404040404040405,0.47501037545007796,0.0,0.0,0.0,0.23750518772503898,0.0
-1,0.0,0.5323879551820728,0.31101190476190477,0.3912160239205245,0.0,0.0,0.0,0.19560801196026226,0.0
-1,0.0,0.40936147186147187,0.30912490287490285,0.48435060476573477,0.0,0.0,0.0,0.24217530238286739,0.0
-1,0.0,0.49905881155881154,0.39252136752136757,0.562730525457965,0.0,0.0,0.0,0.2813652627289825,0.0
-1,0.0,0.37022465551877315,0.16061507936507935,0.5089065892526752,0.0,0.0,0.0,0.2544532946263376,0.0
-1,0.0,0.40529199558611323,0.17646825396825397,0.410054703197372,0.0,0.0,0.0,0.205027351598686,0.0
-1,0.0,0.30462731712731717,0.14399801587301586,0.5213833764540711,0.0,0.0,0.0,0.26069168822703553,0.0
-1,0.0,0.19047619047619047,0.125,0.40819531012947374,0.0,0.0,0.0,0.20409765506473687,0.0
-1,0.0,0.2685335497835498,0.1674145299145299,0.3576452843358564,0.0,0.0,0.0,0.1788226421679282,0.0
-1,0.0,0.4548160173160173,0.31954156954156954,0.39545638175164044,0.0,0.0,0.0,0.19772819087582022,0.0
-1,0.0,0.5975299210593329,0.3173611111111111,0.5478752052000196,0.0,0.0,0.0,0.2739376026000098,0.0
-1,0.0,0.6165546218487394,0.4037037037037037,0.35381686686904035,0.0,0.0,0.0,0.17690843343452017,0.0
-1,0.0,0.34063958916900094,0.17956349206349206,0.30734462269379625,0.0,0.0,0.0,0.15367231134689813,0.0
-1,0.0,0.443499066293184,0.19675925925925924,0.3352279018663451,0.0,0.0,0.0,0.23011395093317255,0.125
-1,0.0,0.22054473304473304,0.11549688057041,0.37681770279485355,0.0,0.0,0.0,0.18840885139742677,0.0
-1,0.0,0.3525685425685426,0.2736408199643494,0.5014504211127647,0.0,0.0,0.0,0.25072521055638236,0.0
-1,0.0,0.28165584415584416,0.13953962703962705,0.5293799111951029,0.0,0.0,0.0,0.26468995559755143,0.0
-1,0.0,0.5278177704648293,0.43281250000000004,0.5900462620791663,0.0,0.0,0.0,0.29502313103958316,0.0
-1,0.0,0.40392385392385394,0.28937728937728935,0.5253740678290764,0.0,0.0,0.0,0.2626870339145382,0.0
1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
-1,0.0,0.4518939393939394,0.334280303030303,0.794599801798554,0.0,0.0,1.0,0.397299900899277,0.0
-1,0.0,0.515625,0.3547619047619047,0.45278105698151133,0.0,0.0,0.0,0.26485206695229413,0.07692307692307693
-1,0.0,0.3709415584415584,0.325,0.5501880485215177,0.0,0.0,0.0,0.27509402426075885,0.0
-1,0.0,0.48166392431098315,0.40114583333333337,0.6211342848672295,0.0,0.0,0.0,0.3105671424336148,0.0
-1,0.0,0.4133522727272727,0.3125,0.6006131038660207,0.0,0.0,0.0,0.30030655193301037,0.0
-1,0.0,0.5431818181818182,0.3860119047619048,0.4437984636350726,0.0,0.0,0.5,0.2218992318175363,0.0
-1,0.0,0.585510078157137,0.4421875,0.4462171624749303,0.0,0.0,0.0,0.22310858123746516,0.0
-1,0.0,0.38988095238095244,0.15697751322751322,0.4884906696992731,0.0,0.0,0.0,0.24424533484963654,0.0
-1,0.0,0.42440476190476195,0.17081349206349206,0.4538385125616388,0.0,0.0,0.0,0.2269192562808194,0.0
-1,0.0,0.31103896103896106,0.15678800366300366,0.5130558230373512,0.0,0.0,0.0,0.2565279115186756,0.0
-1,0.0,0.21022727272727273,0.1375,0.5676582572984837,0.0,0.0,0.0,0.28382912864924187,0.0
-1,0.0,0.3273989898989899,0.18253205128205127,0.40311742480856344,0.0,0.0,0.0,0.20155871240428172,0.0
-1,0.0,0.43712121212121213,0.34955357142857146,0.7804755880916049,0.0,0.0,0.0,0.39023779404580244,0.0
-1,0.0,0.4576839826839827,0.32793109668109666,0.6769308903567501,0.0,0.0,0.0,0.33846544517837507,0.0
-1,0.0,0.5169237012987014,0.4132575757575757,0.6334118019788824,0.0,0.0,0.0,0.3167059009894412,0.0
-1,0.0,0.34807449494949494,0.19212962962962965,0.43492130099312404,0.0,0.0,0.0,0.21746065049656202,0.0
-1,0.0,0.33835227272727275,0.17708333333333334,0.513539609048001,0.0,0.0,0.0,0.2567698045240005,0.0
-1,0.0,0.2594298245614035,0.1111111111111111,0.33669499257833657,0.0,0.0,0.0,0.16834749628916829,0.0
-1,0.0,0.3921727395411606,0.27041666666666664,0.5428770954909972,0.0,0.0,0.0,0.2714385477454986,0.0
-1,0.0,0.2969298245614035,0.13541666666666669,0.5342380457398944,0.0,0.0,0.0,0.2671190228699472,0.0
-1,0.0,0.6287878787878788,0.4357638888888889,0.5642170718314129,0.0,0.0,0.0,0.28210853591570645,0.0
-1,0.0,0.5008394383394383,0.30198412698412697,0.5019225921472508,0.0,0.0,0.0,0.2509612960736254,0.0
-1,0.0,0.4518939393939394,0.334280303030303,0.7945998570234211,0.0,0.0,1.0,0.39729992851171053,0.0
1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
-1,0.0,0.29009358288770054,0.14035714285714285,0.3754009235685927,0.0,0.0,0.0,0.18770046178429636,0.0
-1,0.0,0.3482142857142857,0.3125,0.5778837656079171,0.0,0.0,0.0,0.28894188280395855,0.0
-1,0.0,0.49848484848484853,0.39607371794871793,0.631267821498402,0.0,0.0,0.0,0.315633910749201,0.0
-1,0.0,0.5264705882352941,0.3273809523809524,0.641079346867439,0.0,0.0,0.0,0.3205396734337195,0.0
-1,0.0,0.4525462962962963,0.34989316239316237,0.44726775571156036,0.0,0.0,0.5,0.22363387785578018,0.0
-1,0.0,0.5391414141414141,0.4302083333333333,0.35937197395603454,0.0,0.0,0.0,0.17968598697801727,0.0
-1,0.0,0.4445125272331155,0.19444444444444442,0.5194990928548929,0.0,0.0,0.0,0.25974954642744646,0.0
-1,0.0,0.4845179738562092,0.21249999999999997,0.43355979090443053,0.0,0.0,0.0,0.21677989545221527,0.0
-1,0.0,0.42916666666666664,0.20833333333333331,0.49304290752947916,0.0,0.0,0.0,0.24652145376473958,0.0
-1,0.0,0.1875,0.125,0.6094796421764219,0.0,0.0,0.0,0.30473982108821096,0.0
-1,0.0,0.2795138888888889,0.1759469696969697,0.4073166951811822,0.0,0.0,0.0,0.24911289304513656,0.09090909090909091
-1,0.0,0.4525462962962963,0.34989316239316237,0.7884383816895608,0.0,0.0,0.0,0.3942191908447804,0.0
-1,0.0,0.617891081871345,0.3511904761904762,0.7742950853513814,0.0,0.0,0.0,0.3871475426756907,0.0
-1,0.0,0.6338235294117647,0.42480158730158724,0.6866412797679584,0.0,0.0,0.0,0.3433206398839792,0.0
-1,0.0,0.41691176470588237,0.20615079365079364,0.4135318344593123,0.0,0.0,0.0,0.20676591722965615,0.0
-1,0.0,0.5014705882352941,0.20625,0.4789913503094317,0.0,0.0,0.0,0.23949567515471584,0.0
-1,0.0,0.1994318181818182,0.09958333333333333,0.5112981475490334,0.0,0.0,0.0,0.2556490737745167,0.0
-1,0.0,0.2167112299465241,0.10688644688644687,0.41221998196209975,0.0,0.0,0.0,0.20610999098104987,0.0
-1,0.0,0.22978896103896104,0.1196153846153846,0.5098277824562213,0.0,0.0,0.0,0.25491389122811065,0.0
-1,0.0,0.3131818181818182,0.16416666666666668,0.3352542361172982,0.0,0.0,0.0,0.1676271180586491,0.0
-1,0.0,0.2699325184619302,0.12937830687830687,0.40387962793581117,0.0,0.0,0.0,0.20193981396790558,0.0
-1,0.0,0.515625,0.3547619047619047,0.45278104395708213,0.0,0.0,0.0,0.26485206044007953,0.07692307692307693
-1,0.0,0.29009358288770054,0.14035714285714285,0.3754009190048372,0.0,0.0,0.0,0.1877004595024186,0.0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1,0.0,0.22889610389610388,0.1475,0.39648421152469737,0.0,0.0,0.0,0.19824210576234869,0.0
-1,0.0,0.29818181818181816,0.16833333333333333,0.5325557194903188,0.0,0.0,0.0,0.2662778597451594,0.0
-1,0.0,0.2592532467532468,0.12590909090909091,0.4446396041298717,0.0,0.0,0.0,0.22231980206493585,0.0
-1,0.0,0.3207459207459208,0.1447222222222222,0.2827313756916041,0.0,0.0,0.0,0.14136568784580206,0.0
-1,0.0,0.5531818181818182,0.23916666666666664,0.21484168988449567,0.0,0.0,0.0,0.10742084494224784,0.0
-1,0.0,0.4191697191697192,0.25552549302549304,0.5939706979979205,0.0,0.0,0.0,0.29698534899896023,0.0
-1,0.0,0.4582417582417583,0.2793290043290043,0.4999194435618908,0.0,0.0,0.0,0.2499597217809454,0.0
-1,0.14285714285714285,0.5024766899766899,0.3586111111111111,0.610541071868121,0.0,0.0,0.0,0.3766991073626319,0.14285714285714285
-1,0.14285714285714285,0.7181818181818181,0.71,0.5524264166844642,0.0,0.0,0.0,0.34764177977080357,0.14285714285714285
-1,0.0,0.3713068181818182,0.31208333333333327,0.577276045628173,0.0,0.0,0.0,0.2886380228140865,0.0
-1,0.0,0.26433566433566436,0.13555555555555554,0.4010368941694232,0.0,0.0,0.0,0.2005184470847116,0.0
-1,0.0,0.2976461038961039,0.13847902097902098,0.41211436233544146,0.0,0.0,0.0,0.20605718116772073,0.0
-1,0.0,0.3288961038961039,0.1782983682983683,0.4196097799476724,0.0,0.0,0.0,0.2098048899738362,0.0
-1,0.0,0.322943722943723,0.17388888888888887,0.4498958375027765,0.0,0.0,0.0,0.22494791875138825,0.0
-1,0.0,0.3092532467532468,0.15715909090909091,0.4610628074021252,0.0,0.0,1.0,0.2305314037010626,0.0
-1,0.0,0.2107142857142857,0.13541666666666666,0.4736461073712257,0.0,0.0,0.0,0.23682305368561285,0.0
-1,0.0,0.3232142857142857,0.2875,0.42770957130251985,0.0,0.0,0.0,0.21385478565125993,0.0
-1,0.0,0.2232142857142857,0.14583333333333331,0.47262704327395855,0.0,0.0,0.0,0.23631352163697927,0.0
-1,0.0,0.4732142857142857,0.4375,0.48837240704816465,0.0,0.0,0.0,0.24418620352408232,0.0
-1,0.2857142857142857,0.6875,0.6666666666666666,0.534211811636878,0.0,0.0,0.0,0.40996304867558186,0.2857142857142857
-1,0.0,0.3709415584415584,0.325,0.5501880644810538,0.0,0.0,0.0,0.2750940322405269,0.0
-1,0.0,0.3482142857142857,0.3125,0.5778837903586976,0.0,0.0,0.0,0.2889418951793488,0.0
-1,0.0,0.22889610389610388,0.1475,0.3964842512195177,0.0,0.0,0.0,0.19824212560975885,0.0
1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
-1,0.0,0.4732142857142857,0.42083333333333334,0.5335655163685277,0.0,0.0,0.0,0.2961945228901462,0.058823529411764705
-1,0.0,0.3482142857142857,0.3125,0.4034299076995648,0.0,0.0,0.0,0.2017149538497824,0.0
-1,0.0,0.38988095238095233,0.35416666666666663,0.4285033482623927,0.0,0.0,0.0,0.21425167413119636,0.0
-1,0.0,0.4732142857142857,0.4375,0.39361172354620066,0.0,0.0,0.0,0.19680586177310033,0.0
-1,0.0,0.22089947089947087,0.1423611111111111,0.4408004540530533,0.0,0.0,0.0,0.22040022702652665,0.0
-1,0.0,0.2329365079365079,0.15,0.362692243275973,0.0,0.0,0.0,0.1813461216379865,0.0
-1,0.0,0.2232142857142857,0.14583333333333331,0.500628218974945,0.0,0.0,0.0,0.2503141094874725,0.0
-1,0.0,0.2857142857142857,0.1875,0.6027543588495855,0.0,0.0,1.0,0.30137717942479275,0.0
-1,0.0,0.2857142857142857,0.1875,0.38850341276788913,0.0,0.0,0.0,0.19425170638394457,0.0
-1,0.0,0.38988095238095233,0.35416666666666663,0.5580617697767787,0.0,0.0,0.0,0.27903088488838934,0.0
-1,0.16666666666666666,0.3482142857142857,0.3125,0.5183178101811678,0.0,0.0,0.0,0.34249223842391724,0.16666666666666666
-1,0.0,0.4732142857142857,0.4208333333333333,0.6105423437280237,0.0,0.0,0.0,0.30527117186401187,0.0
-1,0.0,0.3107142857142857,0.20138888888888887,0.5544859300538899,0.0,0.0,0.0,0.27724296502694495,0.0
-1,0.0,0.2732142857142857,0.17708333333333331,0.5354519758533974,0.0,0.0,0.0,0.2677259879266987,0.0
-1,0.0,0.27941176470588236,0.15,0.5222014695253631,0.0,0.0,0.0,0.26110073476268153,0.0
-1,0.0,0.4741830065359477,0.35984848484848486,0.7051608905614198,0.0,0.0,0.0,0.3525804452807099,0.0
-1,0.0,0.30857843137254903,0.16934523809523808,0.601058773947001,0.0,0.0,0.0,0.3005293869735005,0.0
-1,0.0,0.63125,0.5151515151515151,0.5499045752189748,0.0,0.0,0.0,0.2749522876094874,0.0
-1,0.0,0.49551536426536424,0.36404040404040405,0.4750104698653206,0.0,0.0,0.0,0.2375052349326603,0.0
-1,0.0,0.48166392431098315,0.40114583333333337,0.6211343573118858,0.0,0.0,0.0,0.3105671786559429,0.0
-1,0.0,0.49848484848484853,0.39607371794871793,0.631267761881915,0.0,0.0,0.0,0.3156338809409575,0.0
-1,0.0,0.29818181818181816,0.16833333333333333,0.5325556949816972,0.0,0.0,0.0,0.2662778474908486,0.0
-1,0.0,0.4732142857142857,0.42083333333333334,0.5335654992073907,0.0,0.0,0.0,0.2961945143095777,0.058823529411764705
1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
-1,0.0,0.4983333333333333,0.39125,0.4584351327576289,0.0,0.0,0.0,0.22921756637881446,0.0
-1,0.0,0.4928571428571429,0.4242424242424242,0.5203477159957929,0.0,0.0,0.0,0.26017385799789644,0.0
-1,0.0,0.5875,0.5102564102564102,0.08161449988641485,0.0,0.0,0.0,0.040807249943207426,0.0
-1,0.0,0.3210643060643061,0.1712713675213675,0.6825080787977681,0.0,0.0,0.0,0.34125403939888405,0.0
-1,0.0,0.3472771672771673,0.183525641025641,0.558900274554637,0.0,0.0,0.0,0.2794501372773185,0.0
-1,0.0,0.3174450549450549,0.17553030303030304,0.586176367592356,0.0,0.0,0.0,0.293088183796178,0.0
-1,0.0,0.275,0.18333333333333335,0.48210196259154875,0.0,0.0,0.0,0.24105098129577437,0.0
-1,0.0,0.43434873949579833,0.3584535256410256,0.5326431633654629,0.0,0.0,0.0,0.33775015311130285,0.14285714285714285
-1,0.0,0.4928571428571429,0.4242424242424242,0.5210963008124726,0.0,0.0,0.0,0.2605481504062363,0.0
-1,0.0,0.5926890756302521,0.41076388888888893,0.6013284326838622,0.0,0.0,0.0,0.3339975496752644,0.06666666666666667
-1,0.0,0.6152941176470588,0.495,0.48842469316004616,0.0,0.0,0.0,0.24421234658002308,0.0
-1,0.0,0.37111111111111106,0.21944444444444444,0.5026652357699473,0.0,0.0,0.0,0.25133261788497363,0.0
-1,0.0,0.38583333333333336,0.2058333333333333,0.5355798978120442,0.0,0.0,0.0,0.2677899489060221,0.0
-1,0.0,0.26875,0.11030982905982906,0.08418947358711208,0.0,0.0,0.0,0.04209473679355604,0.0
-1,0.0,0.40404411764705883,0.26794871794871794,0.42010787813858397,0.0,0.0,0.0,0.21005393906929198,0.0
-1,0.0,0.29910714285714285,0.13034188034188032,0.4038883197893594,0.0,0.0,0.0,0.2019441598946797,0.0
-1,0.0,0.6583333333333332,0.4479166666666667,0.38340611846893263,0.0,0.0,0.0,0.19170305923446632,0.0
-1,0.0,0.5323879551820728,0.31101190476190477,0.3912160715422334,0.0,0.0,0.0,0.1956080357711167,0.0
-1,0.0,0.4133522727272727,0.3125,0.6006131682884434,0.0,0.0,0.0,0.3003065841442217,0.0
-1,0.0,0.5264705882352941,0.3273809523809524,0.6410793789458301,0.0,0.0,0.0,0.32053968947291506,0.0
-1,0.0,0.2592532467532468,0.12590909090909091,0.4446396023906078,0.0,0.0,0.0,0.2223198011953039,0.0
-1,0.0,0.3482142857142857,0.3125,0.4034300538411811,0.0,0.0,0.0,0.20171502692059054,0.0
