correct,exact_confidence,most_common_synset_Wu_Palmer_similarity_confidence,most_common_synset_path_similarity_confidence,spacy_confidence,spacy_ind_object_confidence,spacy_subject_confidence,spacy_synset_average_confidence,synset_confidence
1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
-1,0.0,0.50625,0.46730769230769226,0.39922424041397514,1.0,0.0,0.2996121202069876,0.2
-1,0.2,0.586764705882353,0.58125,0.6652838037133643,1.0,0.0,0.43264190185668217,0.2
-1,0.2,0.5099789915966386,0.4520833333333333,0.44400559647368526,1.0,0.0,0.32200279823684264,0.2
-1,0.14285714285714285,0.5272435897435898,0.48023809523809524,0.6616881017289195,1.0,0.0,0.4022726222930312,0.14285714285714285
-1,0.14285714285714285,0.47238562091503267,0.37655723905723903,0.5615283984303806,1.0,0.0,0.35219277064376175,0.14285714285714285
-1,0.16666666666666666,0.3446078431372549,0.28194444444444444,0.47714195132045556,1.0,0.0,0.3219043089935611,0.16666666666666666
-1,0.25,0.5017647058823529,0.44375,0.41058414457699954,1.0,0.0,0.33029207228849977,0.25
-1,0.16666666666666666,0.5183475783475784,0.375,0.7054094567829764,1.0,0.0,0.4360380617248215,0.16666666666666666
-1,0.25,0.4784313725490196,0.40347222222222223,0.5151423241384423,1.0,0.0,0.38257116206922115,0.25
-1,0.2,0.5249999999999999,0.475,0.5001740125246955,1.0,0.0,0.3500870062623478,0.2
-1,0.0,0.6568181818181819,0.603125,0.3759079570925233,1.0,0.0,0.28795397854626165,0.2
-1,0.0,0.537092731829574,0.391025641025641,0.17374911138974183,1.0,0.0,0.2118745556948709,0.25
-1,0.0,0.27,0.1497076023391813,0.2652293497140964,1.0,0.0,0.2576146748570482,0.25
-1,0.0,0.5264235764235764,0.39333333333333337,0.2542874769152405,1.0,0.0,0.2521437384576203,0.25
-1,0.0,0.46176470588235297,0.45625,0.3645338518742423,1.0,0.0,0.3072669259371211,0.25
-1,0.0,0.4666666666666667,0.4222222222222222,0.30475838968336527,1.0,0.0,0.25237919484168264,0.2
-1,0.2,0.39926470588235297,0.3375,0.5653991404208795,1.0,0.0,0.38269957021043977,0.2
-1,0.0,0.4743131868131868,0.3520833333333333,0.211307605643441,1.0,0.0,0.20565380282172052,0.2
-1,0.2,0.3909313725490196,0.34791666666666665,0.583732600904565,1.0,0.0,0.39186630045228255,0.2
-1,0.0,0.4743131868131868,0.3520833333333333,0.24219704093757083,1.0,0.0,0.22109852046878542,0.2
-1,0.2,0.5927170868347339,0.5673611111111111,0.5843547066891138,1.0,0.0,0.39217735334455694,0.2
-1,0.2,0.39714285714285713,0.3098484848484848,0.4802810923601584,1.0,0.0,0.3401405461800792,0.2
-1,0.25,0.5017647058823529,0.44375,0.4585860337800294,1.0,0.0,0.3542930168900147,0.25
-1,0.2,0.39926470588235297,0.3375,0.5061993853447647,1.0,0.0,0.3530996926723824,0.2
-1,0.25,0.22333333333333336,0.1375,0.3528471610225625,1.0,0.0,0.30142358051128126,0.25
-1,0.2,0.6416666666666666,0.53125,0.429858887035635,1.0,0.0,0.3149294435178175,0.2
-1,0.25,0.5367647058823529,0.47291666666666665,0.4317890681998669,1.0,0.0,0.3408945340999334,0.25
-1,0.0,0.346078431372549,0.298051948051948,0.46877186687413896,1.0,0.0,0.23438593343706948,0.0
-1,0.0,0.5142857142857142,0.47045454545454546,0.4214884649795004,1.0,0.0,0.3107442324897502,0.2
-1,0.2,0.4615384615384615,0.42000000000000004,0.6567196941930924,1.0,0.0,0.4283598470965462,0.2
-1,0.0,0.4784313725490196,0.40347222222222223,0.19678928590369196,1.0,0.0,0.22339464295184597,0.25
-1,0.25,0.5017647058823529,0.44375,0.44209117084004634,1.0,0.0,0.34604558542002317,0.25
-1,0.25,0.4784313725490196,0.40347222222222223,0.3656512618309038,1.0,0.0,0.3078256309154519,0.25
-1,0.25,0.45343137254901966,0.3856150793650793,0.4164998740769123,1.0,0.0,0.3332499370384562,0.25
-1,0.25,0.4784313725490196,0.40347222222222223,0.3501158270832955,1.0,0.0,0.3000579135416478,0.25
-1,0.2,0.46923076923076923,0.36416666666666664,0.4383669798529292,1.0,0.0,0.3191834899264646,0.2
-1,0.25,0.4784313725490196,0.40347222222222223,0.38201168070548824,1.0,0.0,0.31600584035274415,0.25
-1,0.25,0.35,0.35,0.6859000689922843,1.0,0.0,0.46795003449614214,0.25
-1,0.2,0.6096291866028708,0.5172916666666667,0.7612196611950718,1.0,0.0,0.4806098305975359,0.2
-1,0.16666666666666666,0.5357142857142857,0.48749999999999993,0.6891459078201978,1.0,0.0,0.4279062872434322,0.16666666666666666
-1,0.1111111111111111,0.3324786324786325,0.2530555555555556,0.5607982383027804,1.0,0.0,0.33595467470694573,0.1111111111111111
-1,0.14285714285714285,0.47880447725648967,0.398986013986014,0.5055666858408204,1.0,0.0,0.32421191434898167,0.14285714285714285
-1,0.1111111111111111,0.6151260504201681,0.5723484848484848,0.6628602947245191,1.0,0.0,0.45643014736225956,0.25
-1,0.0,0.42047619047619045,0.39365079365079364,0.44691309430807935,1.0,0.0,0.2948851185826111,0.14285714285714285
-1,0.0,0.6083333333333333,0.40714285714285714,0.5341180343506922,1.0,0.0,0.2670590171753461,0.0
-1,0.2,0.4236694677871148,0.34291666666666665,0.25271357785142323,1.0,0.0,0.22635678892571162,0.2
-1,0.0,0.4182456140350877,0.311025641025641,0.39724180971818446,1.0,0.0,0.28195423819242554,0.16666666666666666
-1,0.16666666666666666,0.58796992481203,0.5243589743589743,0.6208624713852968,1.0,0.0,0.3937645690259817,0.16666666666666666
-1,0.4,0.8625,0.8307692307692307,0.8987106866162964,1.0,0.0,0.6493553433081483,0.4
-1,0.0,0.41333333333333333,0.3051587301587302,0.38351923595305315,1.0,0.0,0.263188189405098,0.14285714285714285
-1,0.25,0.4593837535014006,0.38958333333333334,0.38787783511126167,1.0,0.0,0.31893891755563086,0.25
-1,0.2,0.45178571428571423,0.35170454545454544,0.32629162887347135,1.0,0.0,0.2631458144367357,0.2
-1,0.2,0.2895424836601307,0.15810185185185183,0.28747290184375496,1.0,0.0,0.24373645092187748,0.2
-1,0.25,0.711764705882353,0.70625,0.6878680108370351,1.0,0.0,0.46893400541851754,0.25
-1,0.0,0.0,0.0,0.10810863772762937,1.0,0.0,0.17905431886381468,0.25
-1,0.2,0.17222222222222222,0.10833333333333334,0.35148057861253684,1.0,0.0,0.2757402893062684,0.2
-1,0.25,0.5367647058823529,0.47291666666666665,0.40260899615685514,1.0,0.0,0.32630449807842754,0.25
-1,0.0,0.50625,0.46730769230769226,0.39922421304904526,1.0,0.0,0.29961210652452264,0.2
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1,0.0,0.6369047619047619,0.63125,0.4593154361319116,1.0,0.0,0.39632438473262244,0.3333333333333333
-1,0.0,0.5476190476190477,0.4854166666666666,0.30634589216677693,1.0,0.0,0.2531729460833885,0.2
-1,0.0,0.5698529411764706,0.5267857142857142,0.5702996123112736,1.0,0.0,0.3565783775842082,0.14285714285714285
-1,0.0,0.5008578431372549,0.40392246642246643,0.22849199579515786,1.0,0.0,0.18567456932615034,0.14285714285714285
-1,0.0,0.38106617647058827,0.3128968253968254,0.6164331319045235,1.0,0.0,0.3915498992855951,0.16666666666666666
-1,0.0,0.5369047619047619,0.475,0.3589163744141131,1.0,0.0,0.30445818720705653,0.25
-1,0.0,0.5526688453159041,0.4057291666666667,0.4008765274190316,1.0,0.0,0.28377159704284916,0.16666666666666666
-1,0.0,0.5160714285714285,0.43680555555555556,0.3015493435286105,1.0,0.0,0.27577467176430526,0.25
-1,0.0,0.5625,0.5192307692307692,0.7720401950442939,1.0,0.0,0.4860200975221469,0.2
-1,0.2,0.6916666666666667,0.6458333333333333,0.7753563438174941,1.0,0.0,0.48767817190874707,0.2
-1,0.25,0.5741959064327485,0.42401960784313725,0.5399016081522,1.0,0.0,0.3949508040761,0.25
-1,0.25,0.3366959064327485,0.16144005847953216,0.4312694458105279,1.0,0.0,0.340634722905264,0.25
-1,0.25,0.5552902979373567,0.42031250000000003,0.3291223192209047,1.0,0.0,0.28956115961045237,0.25
-1,0.25,0.5119047619047619,0.50625,0.6958811805858806,1.0,0.0,0.4729405902929403,0.25
-1,0.2,0.50625,0.4673076923076923,0.6991037842175347,1.0,0.0,0.44955189210876734,0.2
-1,0.0,0.4369047619047619,0.37083333333333335,0.27376964335129655,1.0,0.0,0.23688482167564828,0.2
